=== Annotation Statistics ===

Training Set:
Total categories: 1625
Total annotations: 623359
Warning: Found 4 invalid category IDs: [3105, 3107, 3108, 3109]

Top categories by annotation count:
ID     Name                           Count      Percentage
2793   toilet, can, commode, crapper, pot, potty, stool, throne 56           0.08%
1494   manhole                        54           0.08%
341    button panel                   54           0.08%
2880   truck, motortruck              53           0.07%
491    chest of drawers, chest, bureau, dresser 53           0.07%
591    computer, computing machine, computing device, data processor, electronic computer, information processing system 53           0.07%
324    burner                         53           0.07%
894    fan                            52           0.07%
1884   pipe, pipage, piping           52           0.07%
918    figurine, statuette            52           0.07%
2834   traffic cone                   51           0.07%
1441   lid                            51           0.07%
2730   telephone, phone, telephone set 51           0.07%
2985   wardrobe, closet, press        50           0.07%
2901   umbrella                       49           0.07%
1619   mug                            49           0.07%
1474   loudspeaker, speaker, speaker unit, loudspeaker system, speaker system 49           0.07%
1708   oven                           49           0.07%
1485   magazine                       48           0.07%
313    bulb                           48           0.07%
1174   hand                           46           0.06%
10     air conditioner, air conditioning 46           0.06%
2517   sprinkler                      46           0.06%
781    dormer                         45           0.06%
627    counter                        45           0.06%
1370   keyboard                       45           0.06%
2224   sash                           45           0.06%
1551   microwave, microwave oven      45           0.06%
2096   refrigerator, icebox           45           0.06%
1429   left foot                      44           0.06%
1186   hanger                         44           0.06%
303    bucket, pail                   43           0.06%
1702   ottoman, pouf, pouffe, puff, hassock 43           0.06%
1582   monitor                        42           0.06%
1031   front                          41           0.06%
625    corner pocket                  41           0.06%
112    balustrade                     41           0.06%
1476   lower sash                     40           0.06%
198    bird                           40           0.06%
2118   right foot                     39           0.05%
389    canopy                         39           0.05%
38     apparel, wearing apparel, dress, clothes 39           0.05%
1747   pane, pane of glass, window glass 38           0.05%
155    bathtub, bathing tub, bath, tub 38           0.05%
943    fireplace, hearth, open fireplace 38           0.05%
2212   sand                           38           0.05%
327    bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle 37           0.05%
96     bag, handbag, pocketbook, purse 37           0.05%
2569   step, stair                    37           0.05%
743    dish, dish aerial, dish antenna, saucer 37           0.05%
239    bookcase                       36           0.05%
2911   upper sash                     36           0.05%
92     backplate                      36           0.05%
55     arm panel                      36           0.05%
1644   napkin, table napkin, serviette 35           0.05%
1583   monitor, monitoring device     34           0.05%
662    cross                          34           0.05%
2955   videos                         34           0.05%
1081   gate                           33           0.05%
791    drawing                        33           0.05%
36     aperture                       33           0.05%
1240   hill                           33           0.05%
206    blanket, cover                 33           0.05%
682    curb, curbing, kerb            33           0.05%
320    bumper                         33           0.05%
629    countertop                     32           0.04%
242    booklet, brochure, folder, leaflet, pamphlet 32           0.04%
14     airplane, aeroplane, plane     31           0.04%
2499   spindle                        31           0.04%
2886   tube                           31           0.04%
294    bridge, span                   31           0.04%
733    diffusor                       31           0.04%
2877   trouser, pant                  31           0.04%
2989   washer, automatic washer, washing machine 31           0.04%
2454   snow                           30           0.04%
2046   radiator                       30           0.04%
1896   place mat                      30           0.04%
2567   step                           30           0.04%
1232   hen, biddy                     29           0.04%
665    crosswalk                      29           0.04%
597    container                      28           0.04%
220    board, plank                   28           0.04%
518    cistern                        28           0.04%
589    computer case                  28           0.04%
2128   river                          28           0.04%
2748   text, textual matter           27           0.04%
1260   hood, exhaust hood             27           0.04%
2597   stove                          27           0.04%
948    fish                           26           0.04%
2262   sculpture                      26           0.04%
318    bulletin board, notice board   26           0.04%
461    central reservation            26           0.04%
3067   wire, conducting wire          26           0.04%
1892   pitcher, ewer                  25           0.03%
772    dome                           25           0.03%
831    ear                            24           0.03%
843    eiderdown, duvet, continental quilt 24           0.03%
468    chain                          24           0.03%
2374   side pocket                    24           0.03%
2570   steps                          24           0.03%
944    fireplug, fire hydrant, plug   24           0.03%
3056   windows                        24           0.03%
1223   heater, warmer                 23           0.03%
890    face                           23           0.03%
747    dishwasher, dish washer, dishwashing machine 23           0.03%
1963   postbox, mailbox, letter box   23           0.03%
1646   neck                           22           0.03%
418    cart                           22           0.03%
1139   grill, grille, grillwork       22           0.03%
90     backpack, back pack, knapsack, packsack, rucksack, haversack 22           0.03%
2443   slot machine, coin machine     22           0.03%
2547   statue                         22           0.03%
1461   lock                           22           0.03%
1197   hat, chapeau, lid              22           0.03%
247    booth, cubicle, stall, kiosk   22           0.03%
2723   teapot                         22           0.03%
1948   pool table, billiard table, snooker table 22           0.03%
2704   tank, storage tank             21           0.03%
394    cap                            21           0.03%
1378   knife                          21           0.03%
376    candle, taper, wax light       21           0.03%
2939   vending machine                21           0.03%
1714   pack                           21           0.03%
123    bar                            20           0.03%
2148   rod                            20           0.03%
2792   toilet tissue, toilet paper, bathroom tissue 20           0.03%
762    document, written document, papers 20           0.03%
1407   laptop, laptop computer        20           0.03%
1611   mouse                          20           0.03%
677    cup                            20           0.03%
1690   opening                        20           0.03%
1391   ladder                         20           0.03%
1401   land, ground, soil             20           0.03%
56     arm support                    20           0.03%
47     arcade machine                 19           0.03%
97     bag, traveling bag, travelling bag, grip, suitcase 19           0.03%
2251   screen door, screen            19           0.03%
1282   hovel, hut, hutch, shack, shanty 19           0.03%
569    coffee maker                   19           0.03%
1944   pool ball                      19           0.03%
2523   stabilizer                     18           0.03%
3060   wing                           18           0.03%
396    capital                        18           0.03%
897    faucet, spigot                 18           0.03%
2828   tower                          18           0.03%
1341   iron tubes                     18           0.03%
2185   runway                         17           0.02%
1882   pipe                           17           0.02%
2375   side rail                      17           0.02%
2312   shaft                          17           0.02%
2036   rack                           17           0.02%
2099   remote control, remote         17           0.02%
342    buttons                        17           0.02%
2093   reel                           17           0.02%
277    branch                         17           0.02%
1791   patty, cake                    16           0.02%
1279   housing                        16           0.02%
2950   video                          16           0.02%
1403   landing gear                   15           0.02%
1784   partition, divider             15           0.02%
1121   grandstand, covered stand      15           0.02%
2893   turbine engine                 15           0.02%
2356   shower                         15           0.02%
2465   soap dispenser                 15           0.02%
2537   stall, stand, sales booth      15           0.02%
2505   spoon                          15           0.02%
2683   system                         15           0.02%
543    cloud                          15           0.02%
2661   sweater, jumper                15           0.02%
1019   fork                           15           0.02%
1633   music stand                    15           0.02%
339    button                         15           0.02%
385    canister, cannister, tin       15           0.02%
1779   parking meter                  15           0.02%
868    escalator, moving staircase, moving stairway 14           0.02%
983    flusher                        14           0.02%
3102   jersey, t-shirt, tee shirt     14           0.02%
308    buffet, counter, sideboard     14           0.02%
1849   piano, pianoforte, forte-piano 14           0.02%
693    cutlery                        14           0.02%
2662   sweatshirt                     14           0.02%
1662   notebook                       13           0.02%
1652   net                            13           0.02%
420    case, display case, showcase, vitrine 13           0.02%
2702   tank lid                       13           0.02%
2080   receiver                       13           0.02%
618    cord                           13           0.02%
175    bell                           13           0.02%
2254   screen, silver screen, projection screen 13           0.02%
1367   kettle, boiler                 13           0.02%
1858   pier, wharf, wharfage, dock    13           0.02%
1202   hay                            13           0.02%
3016   waterfall, falls               13           0.02%
1508   mast                           13           0.02%
2824   towel rack, towel horse        13           0.02%
1051   fuselage                       12           0.02%
1659   nose                           12           0.02%
1709   overflot plate                 12           0.02%
2007   printer                        12           0.02%
855    embankment                     12           0.02%
1131   gravestone, headstone, tombstone 12           0.02%
245    boot                           12           0.02%
2094   reels                          12           0.02%
922    file cabinet                   11           0.02%
194    billboard, hoarding            11           0.02%
2362   shower stall, shower bath      11           0.02%
1600   motor                          11           0.02%
1576   model                          11           0.02%
2663   sweatshirts                    11           0.02%
1371   keys                           11           0.02%
2071   rakes                          11           0.02%
675    cue, cue stick, pool cue, pool stick 11           0.02%
214    block                          11           0.02%
524    cliff, drop, drop-off          11           0.02%
2566   stem                           11           0.02%
426    casserole                      11           0.02%
373    candelabrum, candelabra        10           0.01%
939    fire extinguisher, extinguisher, asphyxiator 10           0.01%
2708   tap                            10           0.01%
1385   label tag                      10           0.01%
643    crane                          10           0.01%
2574   stick                          10           0.01%
1769   paper towel                    10           0.01%
2228   saucepan                       10           0.01%
2381   sill                           10           0.01%
1140   grille                         10           0.01%
746    dishrag, dishcloth             10           0.01%
1924   platform                       10           0.01%
2600   straw                          10           0.01%
818    dummy                          10           0.01%
1533   merchandise, ware, product     10           0.01%
472    chair desk                     10           0.01%
839    easel                          9            0.01%
2526   stage                          9            0.01%
1013   footbridge, overcrossing, pedestrian bridge 9            0.01%
382    candy, confect                 9            0.01%
50     arcades                        9            0.01%
594    console table, console         9            0.01%
2727   telephone booth, phone booth, call box, telephone box, telephone kiosk 9            0.01%
1374   kitchen island                 9            0.01%
2782   toaster                        9            0.01%
2421   skylight                       9            0.01%
65     ashtray                        9            0.01%
2127   riser                          9            0.01%
1295   ice floe, floe                 9            0.01%
1655   newspaper, paper               8            0.01%
390    canvas                         8            0.01%
2422   skylight, fanlight             8            0.01%
609    conveyer belt, conveyor belt, conveyer, conveyor, transporter 8            0.01%
2047   radio                          8            0.01%
2615   streetcar, tram, tramcar, trolley, trolley car 8            0.01%
490    chest                          8            0.01%
1543   meter                          8            0.01%
1664   notepad                        8            0.01%
2213   sand dune                      8            0.01%
2160   rope                           8            0.01%
169    bedpost                        8            0.01%
2203   salt                           8            0.01%
1915   plastic                        8            0.01%
326    bus stop                       8            0.01%
2086   recycling bin                  8            0.01%
2351   shops                          8            0.01%
2852   tread                          8            0.01%
2607   street box                     8            0.01%
704    deck chair, beach chair        8            0.01%
500    chips                          8            0.01%
877    exhibitor                      7            0.01%
938    fire escape                    7            0.01%
1729   paint brush                    7            0.01%
1513   mattress                       7            0.01%
2022   punching bag                   7            0.01%
202    blackboard, chalkboard         7            0.01%
422    cash register, register        7            0.01%
1889   piston                         7            0.01%
1158   gym shoe, sneaker, tennis shoe 7            0.01%
2692   table tennis                   7            0.01%
366    camera, photographic camera    7            0.01%
3101   carapace, shell, cuticle, shield 7            0.01%
752    display                        7            0.01%
49     arcade, colonnade              7            0.01%
738    dirt track                     7            0.01%
642    cradle                         7            0.01%
132    barrels                        7            0.01%
1908   plant pots                     7            0.01%
1162   hair spray                     7            0.01%
559    cockpit                        6            0.01%
300    brush                          6            0.01%
430    cat                            6            0.01%
2464   soap dish                      6            0.01%
2885   trunk, tree trunk, bole        6            0.01%
1272   hot tub                        6            0.01%
2379   sign                           6            0.01%
141    baseboard, mopboard, skirting board 6            0.01%
832    earmuffs                       6            0.01%
299    broom                          6            0.01%
2687   table football                 6            0.01%
1343   island                         6            0.01%
1299   ice maker                      6            0.01%
2256   screw                          6            0.01%
2225   sash lock                      6            0.01%
1159   h-stretcher                    6            0.01%
423    casing                         6            0.01%
1499   map                            6            0.01%
1493   manchette                      6            0.01%
1927   playground                     6            0.01%
1016   forecourt                      6            0.01%
2714   tapestry, tapis                6            0.01%
2838   trailer                        6            0.01%
2674   switch                         6            0.01%
264    bowling pins                   6            0.01%
2235   scaffolding, staging           6            0.01%
3048   wind turbine                   6            0.01%
893    fairground ride                5            0.01%
2934   vault                          5            0.01%
2327   sheet                          5            0.01%
2462   soap                           5            0.01%
2337   ship                           5            0.01%
1509   mat                            5            0.01%
2012   projector                      5            0.01%
2641   sun                            5            0.01%
608    controls                       5            0.01%
2722   teacup                         5            0.01%
1384   label                          5            0.01%
59     armrest                        5            0.01%
727    desk organizer                 5            0.01%
1103   goal                           5            0.01%
210    blender                        5            0.01%
1393   lake                           5            0.01%
160    beacon, lighthouse, beacon light, pharos 5            0.01%
1151   guitar                         5            0.01%
1463   lockers                        5            0.01%
108    balloon                        5            0.01%
2240   scarfs                         5            0.01%
3144   aircraft carrier, carrier, flattop, attack aircraft carrier 5            0.01%
1023   fountain                       5            0.01%
1863   pigeonhole                     5            0.01%
2612   street number                  5            0.01%
79     baby buggy, baby carriage, carriage, perambulator, pram, stroller, go-cart, pushchair, pusher 5            0.01%
859    entrance                       5            0.01%
1740   pallet                         5            0.01%
131    barrel, cask                   5            0.01%
6      ad, advertisement, advertizement, advertising, advertizing, advert 5            0.01%
2039   racket                         5            0.01%
1519   meat bags                      5            0.01%
1397   lamp housing                   5            0.01%
1111   golf club                      5            0.01%
402    caravan                        5            0.01%
1141   grille door                    5            0.01%
2863   tripod                         5            0.01%
537    clothes hanging                5            0.01%
889    fabric, cloth, material, textile 4            0.01%
1119   grand piano, grand             4            0.01%
145    basket, basketball hoop, hoop  4            0.01%
1181   handle, grip, handgrip, hold   4            0.01%
3073   wood                           4            0.01%
260    bowling alley                  4            0.01%
2892   tunnel                         4            0.01%
1086   gaze                           4            0.01%
177    belt                           4            0.01%
2194   safety belt                    4            0.01%
1249   hip tiles                      4            0.01%
1657   niche                          4            0.01%
552    coat                           4            0.01%
1188   hangers                        4            0.01%
753    display board                  4            0.01%
2894   tureen                         4            0.01%
2690   table runner                   4            0.01%
992    folders                        4            0.01%
1229   helicopter                     4            0.01%
361    calendar                       4            0.01%
1546   mezzanine, first balcony       4            0.01%
1365   kennel                         4            0.01%
1004   foot                           4            0.01%
265    bowls                          4            0.01%
2619   stringer                       4            0.01%
2681   sword                          4            0.01%
2239   scarf                          4            0.01%
867    equipment                      4            0.01%
1945   pool balls                     4            0.01%
2179   ruins                          4            0.01%
2217   sand trap                      4            0.01%
1189   hanging clothes                4            0.01%
2696   tables                         4            0.01%
862    entry phone                    4            0.01%
840    eaves                          4            0.01%
134    barrier                        4            0.01%
2889   tumble dryer                   4            0.01%
2175   rubbish, trash, scrap          4            0.01%
52     arch, archway                  4            0.01%
1529   menu                           4            0.01%
2347   shop, store                    3            0.00%
2626   structure                      3            0.00%
1160   hair                           3            0.00%
631    court                          3            0.00%
2246   scoreboard                     3            0.00%
2827   towel ring                     3            0.00%
2786   toilet brush                   3            0.00%
1262   hook                           3            0.00%
172    bedspring                      3            0.00%
2857   trellis                        3            0.00%
3088   workbench                      3            0.00%
238    book stand                     3            0.00%
2903   umbrella stand                 3            0.00%
2123   ring                           3            0.00%
882    extractor fan                  3            0.00%
392    canyon                         3            0.00%
3032   well                           3            0.00%
1695   organ                          3            0.00%
533    closet                         3            0.00%
610    cooker                         3            0.00%
851    elevator door                  3            0.00%
853    elevator, lift                 3            0.00%
858    engine                         3            0.00%
545    club                           3            0.00%
919    file                           3            0.00%
2688   table game                     3            0.00%
2300   service station                3            0.00%
1304   ice, water ice                 3            0.00%
375    candle                         3            0.00%
920    file box                       3            0.00%
2470   sockets                        3            0.00%
2511   spout                          3            0.00%
1039   frying pan                     3            0.00%
2940   vent                           3            0.00%
251    bottle rack                    3            0.00%
357    cage                           3            0.00%
1647   necklace                       3            0.00%
1462   locker                         3            0.00%
2157   root                           3            0.00%
2398   skeleton                       3            0.00%
116    bandstand                      3            0.00%
2450   smoke detector                 3            0.00%
2926   valley, vale                   3            0.00%
2060   railway                        3            0.00%
1614   mousepad, mouse mat            3            0.00%
1986   pottery, clayware              3            0.00%
2739   tent, collapsible shelter      3            0.00%
489    chess                          3            0.00%
1790   patio, terrace                 3            0.00%
106    ball storage                   3            0.00%
2103   revolving door                 3            0.00%
2168   roundabout                     3            0.00%
1259   hood                           3            0.00%
2742   terrace                        3            0.00%
1587   monument                       3            0.00%
2668   swimming pool, swimming bath, natatorium 3            0.00%
3028   weighbridge                    3            0.00%
972    floor                          3            0.00%
1857   pier                           3            0.00%
2564   steering wheel                 3            0.00%
1044   funfair                        3            0.00%
864    envelopes                      3            0.00%
349    cabin                          3            0.00%
304    buckets                        3            0.00%
407    cardboard                      3            0.00%
387    cannon                         3            0.00%
1305   iceberg                        3            0.00%
709    decoration, ornament, ornamentation 3            0.00%
1324   inflatable glove               3            0.00%
2983   wallet                         3            0.00%
135    bars                           3            0.00%
1361   junk                           3            0.00%
99     baggage carts                  3            0.00%
2823   towel paper                    3            0.00%
2355   shovel                         2            0.00%
232    bone                           2            0.00%
607    control tower                  2            0.00%
929    finger                         2            0.00%
1172   hammock                        2            0.00%
314    bulbs                          2            0.00%
121    baptismal font                 2            0.00%
1891   pitch                          2            0.00%
188    bidet                          2            0.00%
784    drain                          2            0.00%
152    bat                            2            0.00%
2649   support                        2            0.00%
822    dvd                            2            0.00%
2734   television stand               2            0.00%
2309   sewing machine                 2            0.00%
1062   garage door                    2            0.00%
414    carport                        2            0.00%
410    carousel                       2            0.00%
2019   pulpit                         2            0.00%
434    cave                           2            0.00%
602    control panel                  2            0.00%
2876   trough                         2            0.00%
718    dental chair                   2            0.00%
2245   score                          2            0.00%
1288   ice bucket                     2            0.00%
997    folding screen                 2            0.00%
2707   tanks                          2            0.00%
2858   trench                         2            0.00%
1424   leaves                         2            0.00%
2242   scissors                       2            0.00%
2334   shelter                        2            0.00%
1301   ice rink                       2            0.00%
456    cells                          2            0.00%
503    chopping board, cutting board  2            0.00%
1824   pepper                         2            0.00%
286    bread, breadstuff, staff of life 2            0.00%
225    body                           2            0.00%
740    dish rack                      2            0.00%
809    drum                           2            0.00%
1336   interior casing                2            0.00%
635    cover curtain                  2            0.00%
2197   safety side                    2            0.00%
1572   mobile                         2            0.00%
2540   stapler                        2            0.00%
726    desk mat                       2            0.00%
2832   tractor                        2            0.00%
1020   forklift                       2            0.00%
1725   padlock                        2            0.00%
1934   podium                         2            0.00%
2072   ramp                           2            0.00%
2913   urinal                         2            0.00%
963    flip flop                      2            0.00%
2405   ski slope                      2            0.00%
185    bicycle rack                   2            0.00%
1231   helmet                         2            0.00%
1072   gas cap                        2            0.00%
2156   roof rack                      2            0.00%
2735   temple                         2            0.00%
2758   throne                         2            0.00%
2840   train, railroad train          2            0.00%
700    dashboard                      2            0.00%
126    barbed wire                    2            0.00%
3010   water tower                    2            0.00%
1505   mask                           2            0.00%
2196   safety rail                    2            0.00%
1410   latch                          2            0.00%
1392   ladle                          2            0.00%
544    clouds                         2            0.00%
656    crevasse                       2            0.00%
2409   skimmer                        2            0.00%
3063   wiper                          2            0.00%
2176   rubble                         2            0.00%
975    floor spotlight                2            0.00%
2151   roller coaster                 2            0.00%
603    control panel, instrument panel, control board, board, panel 2            0.00%
2149   roll                           2            0.00%
816    dumbbell                       2            0.00%
1706   outlet                         2            0.00%
1129   grating                        2            0.00%
2490   spectacles, specs, eyeglasses, glasses 2            0.00%
947    first floor                    2            0.00%
2744   terraces                       2            0.00%
2741   terminal                       2            0.00%
2529   staircase                      2            0.00%
1885   pipe, tube                     2            0.00%
2145   rocky formation                2            0.00%
2746   test tube                      2            0.00%
1423   leave                          2            0.00%
528    clipboard                      2            0.00%
280    bread box                      2            0.00%
2494   spice rack                     2            0.00%
1486   magazine rack                  2            0.00%
759    divider                        2            0.00%
2538   stalls                         2            0.00%
1554   mill                           2            0.00%
311    building materials             2            0.00%
1941   pond                           2            0.00%
2401   ski lift                       2            0.00%
149    baskets                        2            0.00%
2510   spotlights                     2            0.00%
2717   tarp                           2            0.00%
1914   plaque                         2            0.00%
2017   puddle                         2            0.00%
2539   stands                         2            0.00%
2732   television camera              2            0.00%
1741   pallets                        2            0.00%
736    diploma                        2            0.00%
2070   rake                           2            0.00%
2802   tombstones                     1            0.00%
2761   ticket counter                 1            0.00%
2305   sewer                          1            0.00%
44     aqueduct                       1            0.00%
2766   tie                            1            0.00%
1738   palette                        1            0.00%
1470   logo                           1            0.00%
283    bread rolls                    1            0.00%
2992   watch                          1            0.00%
1164   hairdresser chair              1            0.00%
2788   toilet paper holder            1            0.00%
2020   pumpkin                        1            0.00%
825    dvd player                     1            0.00%
2472   sofa bed                       1            0.00%
1368   key                            1            0.00%
432    catwalk                        1            0.00%
1218   headstones                     1            0.00%
2701   tallboy                        1            0.00%
1912   plants                         1            0.00%
296    briefcase                      1            0.00%
3071   witness stand                  1            0.00%
2964   violin                         1            0.00%
942    fireplace utensils             1            0.00%
1143   grinder                        1            0.00%
2927   valve                          1            0.00%
2715   target                         1            0.00%
3036   wheelbarrow                    1            0.00%
208    blast furnace                  1            0.00%
227    boiler                         1            0.00%
1434   legs                           1            0.00%
2808   tools                          1            0.00%
1171   hammer                         1            0.00%
909    fender                         1            0.00%
1014   footpath                       1            0.00%
1135   greenhouse                     1            0.00%
813    duck                           1            0.00%
2014   propeller                      1            0.00%
360    calculator                     1            0.00%
554    coat rack                      1            0.00%
679    cups                           1            0.00%
1297   ice hockey rink                1            0.00%
904    fence                          1            0.00%
1569   mitten                         1            0.00%
728    detergent dispenser            1            0.00%
1921   plate rack                     1            0.00%
1826   pepper shaker                  1            0.00%
871    excavator                      1            0.00%
2686   table cloth                    1            0.00%
459    centerpiece                    1            0.00%
3059   wine rack                      1            0.00%
435    cave entrance                  1            0.00%
1017   forest                         1            0.00%
2915   utensils                       1            0.00%
2682   synthesizer                    1            0.00%
1095   glacier                        1            0.00%
2338   shipyard                       1            0.00%
2710   tape                           1            0.00%
125    barbecue                       1            0.00%
1345   jack                           1            0.00%
1258   hollow                         1            0.00%
1689   onions                         1            0.00%
2139   rocker                         1            0.00%
477    chalk                          1            0.00%
1906   plant                          1            0.00%
1584   monitors                       1            0.00%
2360   shower room                    1            0.00%
1674   obelisk                        1            0.00%
2315   shanties                       1            0.00%
1402   landfill                       1            0.00%
1066   garland                        1            0.00%
1782   parterre                       1            0.00%
2859   trestle                        1            0.00%
1036   fruit stand                    1            0.00%
2667   swimming pool ladder           1            0.00%
2797   toll plaza                     1            0.00%
1338   iron                           1            0.00%
2830   track                          1            0.00%
2993   watchtower                     1            0.00%
3049   windmill, aerogenerator, wind generator 1            0.00%
388    canoe                          1            0.00%
2779   tissue                         1            0.00%
2282   security camera                1            0.00%
51     arch                           1            0.00%
482    check-in-desk                  1            0.00%
209    bleachers                      1            0.00%
424    casing interior                1            0.00%
1678   office                         1            0.00%
2313   shaker                         1            0.00%
2359   shower faucet                  1            0.00%
1161   hair dryer                     1            0.00%
1209   head rail                      1            0.00%
2428   slats                          1            0.00%
886    eyeglasses                     1            0.00%
319    bullring                       1            0.00%
1383   lab bench                      1            0.00%
1233   henhouse                       1            0.00%
190    big top                        1            0.00%
2322   shawl                          1            0.00%
2508   sports bag                     1            0.00%
292    brick                          1            0.00%
636    covered bridge                 1            0.00%
698    dam                            1            0.00%
827    dvds                           1            0.00%
2636   sugar bowl                     1            0.00%
3017   watering can                   1            0.00%
2184   runner cloth                   1            0.00%
1960   post-it                        1            0.00%
2512   spray                          1            0.00%
1163   hairbrush                      1            0.00%
1108   golf bag                       1            0.00%
606    control table                  1            0.00%
317    bulldozer                      1            0.00%
2115   rifle                          1            0.00%
572    coffin                         1            0.00%
951    fish tank                      1            0.00%
2862   tricycle                       1            0.00%
1046   funnel                         1            0.00%
1955   portable fridge                1            0.00%
1087   gazebo                         1            0.00%
1110   golf cart                      1            0.00%
2853   treadmill                      1            0.00%
2844   transformer                    1            0.00%
1943   pool                           1            0.00%
775    door bars                      1            0.00%
358    cages                          1            0.00%
1274   hotplate                       1            0.00%
764    dog dish                       1            0.00%
549    coaster                        1            0.00%
1006   foot rest                      1            0.00%
2503   sponge                         1            0.00%
928    filter                         1            0.00%
1001   food processor                 1            0.00%
2493   spice jar                      1            0.00%
1390   labyrinth                      1            0.00%
2991   washing machines               1            0.00%
1468   log                            1            0.00%
955    flag pole                      1            0.00%
1030   fringe                         1            0.00%
1523   mechanical shovel              1            0.00%
63     artificial golf green          1            0.00%
1256   hole                           1            0.00%
1322   inflatable bounce game         1            0.00%
1828   pergola                        1            0.00%
1156   gutter                         1            0.00%
1342   ironing board                  1            0.00%
476    chaise lounge                  1            0.00%
2541   star                           1            0.00%
1061   garage                         1            0.00%
2576   sticks                         1            0.00%
2449   smoke                          1            0.00%
2731   telescope                      1            0.00%
437    cd                             1            0.00%
1193   hard drive                     1            0.00%
444    cds                            1            0.00%
288    breads                         1            0.00%
2803   tongs                          1            0.00%
2165   rotisserie                     1            0.00%
1138   grill                          1            0.00%
2352   shore                          1            0.00%
2800   tomb                           1            0.00%
1754   pantry                         1            0.00%
2774   tins                           1            0.00%
912    ferris wheel                   1            0.00%
1789   patio                          1            0.00%
674    cue rack                       1            0.00%
582    columns                        1            0.00%
1763   paper filer                    1            0.00%
3027   weeds                          1            0.00%
2553   steam shovel                   1            0.00%
2231   sauna                          1            0.00%
2752   thermometer                    1            0.00%
2831   tracks                         1            0.00%
2846   trash bag                      1            0.00%
1277   house number                   1            0.00%
932    fire alarm                     1            0.00%
3037   wheelchair                     1            0.00%
2410   skip                           1            0.00%
1654   newspaper stand                1            0.00%
1951   porch                          1            0.00%
268    box office, ticket office, ticket booth 1            0.00%
2949   viaduct                        1            0.00%
2962   vineyard                       1            0.00%
3005   water mill                     1            0.00%
3013   water wheel                    1            0.00%
699    dartboard                      1            0.00%
3662   street light                   1            0.00%
1425   lectern                        1            0.00%
592    confessional booth             1            0.00%
2997   water cooler                   1            0.00%
278    branches                       1            0.00%
1607   mountain pass                  1            0.00%
